"Country","Region","Urban","Origin","Year1","Year2","Age","AgeInt","AgeDef","Vitality","ASFR","ASFR1","ASFR2","ASFR3","ASFR3P","ASFR4","ASFR4P","ASFR5P","CPFR","CPFR1","CPFR2","CPFR3","CPFR3P","CPFR4","CPFR4P","CPFR5P","Collection","SourceType","RefCode","Note","Split"
"    DNK","     .","    .","     .",2020,2020,21,1,"  ARDY","       1","0.01159","0.00950","0.00188","0.00016","0.00020","0.00004","0.00004","0.00000","0.01213","0.01083","0.00116","0.00014","0.00014","0.00000","0.00000","0.00000","       HFD","     vital","    DNK_16","   .",0
"    DNK","     .","    .","     .",2020,2020,22,1,"  ARDY","       1","0.01835","0.01406","0.00388","0.00039","0.00040","0.00001","0.00001","0.00000","0.02372","0.02033","0.00304","0.00030","0.00034","0.00004","0.00004","0.00000","       HFD","     vital","    DNK_16","   .",0
"    DNK","     .","    .","     .",2020,2020,23,1,"  ARDY","       1","0.02693","0.01930","0.00678","0.00077","0.00085","0.00006","0.00008","0.00002","0.04207","0.03439","0.00692","0.00069","0.00074","0.00005","0.00005","0.00000","       HFD","     vital","    DNK_16","   .",0
"    DNK","     .","    .","     .",2020,2020,24,1,"  ARDY","       1","0.03878","0.02784","0.00977","0.00099","0.00117","0.00017","0.00018","0.00001","0.06900","0.05369","0.01370","0.00146","0.00159","0.00011","0.00013","0.00002","       HFD","     vital","    DNK_16","   .",0
"    DNK","     .","    .","     .",2020,2020,25,1,"  ARDY","       1","0.05651","0.03900","0.01521","0.00198","0.00230","0.00028","0.00032","0.00004","0.10778","0.08153","0.02347","0.00245","0.00276","0.00028","0.00031","0.00003","       HFD","     vital","    DNK_16","   .",0
"    DNK","     .","    .","     .",2020,2020,26,1,"  ARDY","       1","0.07840","0.05147","0.02304","0.00330","0.00389","0.00054","0.00059","0.00005","0.16429","0.12053","0.03868","0.00443","0.00506","0.00056","0.00063","0.00007","       HFD","     vital","    DNK_16","   .",0
"    DNK","     .","    .","     .",2020,2020,27,1,"  ARDY","       1","0.09742","0.06093","0.03097","0.00462","0.00551","0.00078","0.00089","0.00011","0.24269","0.17200","0.06172","0.00773","0.00895","0.00110","0.00122","0.00012","       HFD","     vital","    DNK_16","   .",0
"    DNK","     .","    .","     .",2020,2020,28,1,"  ARDY","       1","0.11722","0.06851","0.04023","0.00716","0.00849","0.00106","0.00133","0.00027","0.34011","0.23293","0.09269","0.01235","0.01446","0.00188","0.00211","0.00023","       HFD","     vital","    DNK_16","   .",0
"    DNK","     .","    .","     .",2020,2020,29,1,"  ARDY","       1","0.13479","0.07227","0.05100","0.00978","0.01152","0.00141","0.00174","0.00033","0.45733","0.30144","0.13292","0.01951","0.02295","0.00294","0.00344","0.00050","       HFD","     vital","    DNK_16","   .",0
"    DNK","     .","    .","     .",2020,2020,30,1,"  ARDY","       1","0.14037","0.06859","0.05760","0.01203","0.01419","0.00187","0.00216","0.00029","0.59212","0.37371","0.18392","0.02929","0.03447","0.00435","0.00518","0.00083","       HFD","     vital","    DNK_16","   .",0
"    DNK","     .","    .","     .",2020,2020,31,1,"  ARDY","       1","0.14258","0.06117","0.06268","0.01577","0.01872","0.00245","0.00295","0.00050","0.73249","0.44230","0.24152","0.04132","0.04866","0.00622","0.00734","0.00112","       HFD","     vital","    DNK_16","   .",0
"    DNK","     .","    .","     .",2020,2020,32,1,"  ARDY","       1","0.13807","0.05059","0.06436","0.01915","0.02311","0.00302","0.00396","0.00094","0.87507","0.50347","0.30420","0.05709","0.06738","0.00867","0.01029","0.00162","       HFD","     vital","    DNK_16","   .",0
"    DNK","     .","    .","     .",2020,2020,33,1,"  ARDY","       1","0.12416","0.04042","0.05887","0.02021","0.02487","0.00357","0.00466","0.00109","1.01314","0.55406","0.36856","0.07624","0.09049","0.01169","0.01425","0.00256","       HFD","     vital","    DNK_16","   .",0
"    DNK","     .","    .","     .",2020,2020,34,1,"  ARDY","       1","0.11045","0.03251","0.05217","0.02067","0.02578","0.00401","0.00511","0.00110","1.13730","0.59448","0.42743","0.09645","0.11536","0.01526","0.01891","0.00365","       HFD","     vital","    DNK_16","   .",0
"    DNK","     .","    .","     .",2020,2020,35,1,"  ARDY","       1","0.09715","0.02715","0.04398","0.02063","0.02603","0.00430","0.00540","0.00110","1.24775","0.62699","0.47960","0.11712","0.14114","0.01927","0.02402","0.00475","       HFD","     vital","    DNK_16","   .",0
"    DNK","     .","    .","     .",2020,2020,36,1,"  ARDY","       1","0.08267","0.02216","0.03629","0.01834","0.02422","0.00456","0.00588","0.00132","1.34490","0.65414","0.52358","0.13775","0.16717","0.02357","0.02942","0.00585","       HFD","     vital","    DNK_16","   .",0
"    DNK","     .","    .","     .",2020,2020,37,1,"  ARDY","       1","0.06784","0.01756","0.02906","0.01587","0.02123","0.00393","0.00536","0.00143","1.42757","0.67630","0.55987","0.15609","0.19139","0.02813","0.03530","0.00717","       HFD","     vital","    DNK_16","   .",0
"    DNK","     .","    .","     .",2020,2020,38,1,"  ARDY","       1","0.05285","0.01283","0.02148","0.01348","0.01855","0.00351","0.00507","0.00156","1.49541","0.69386","0.58893","0.17196","0.21262","0.03206","0.04066","0.00860","       HFD","     vital","    DNK_16","   .",0
"    DNK","     .","    .","     .",2020,2020,39,1,"  ARDY","       1","0.04123","0.01018","0.01620","0.01030","0.01485","0.00305","0.00455","0.00150","1.54826","0.70669","0.61041","0.18544","0.23117","0.03557","0.04573","0.01016","       HFD","     vital","    DNK_16","   .",0
"    DNK","     .","    .","     .",2020,2020,40,1,"  ARDY","       1","0.03165","0.00874","0.01150","0.00767","0.01142","0.00235","0.00375","0.00140","1.58949","0.71687","0.62661","0.19574","0.24602","0.03862","0.05028","0.01166","       HFD","     vital","    DNK_16","   .",0
"    DNK","     .","    .","     .",2020,2020,41,1,"  ARDY","       1","0.02153","0.00598","0.00756","0.00515","0.00798","0.00185","0.00283","0.00098","1.62114","0.72561","0.63811","0.20341","0.25744","0.04097","0.05403","0.01306","       HFD","     vital","    DNK_16","   .",0
"    DNK","     .","    .","     .",2020,2020,42,1,"  ARDY","       1","0.01364","0.00363","0.00460","0.00321","0.00541","0.00151","0.00220","0.00069","1.64267","0.73159","0.64567","0.20856","0.26542","0.04282","0.05686","0.01404","       HFD","     vital","    DNK_16","   .",0
"    DNK","     .","    .","     .",2020,2020,43,1,"  ARDY","       1","0.00823","0.00223","0.00276","0.00177","0.00324","0.00087","0.00147","0.00060","1.65631","0.73522","0.65027","0.21177","0.27083","0.04433","0.05906","0.01473","       HFD","     vital","    DNK_16","   .",0
"    DNK","     .","    .","     .",2020,2020,44,1,"  ARDY","       1","0.00479","0.00131","0.00159","0.00094","0.00189","0.00048","0.00095","0.00047","1.66454","0.73745","0.65303","0.21354","0.27407","0.04520","0.06053","0.01533","       HFD","     vital","    DNK_16","   .",0
"    DNK","     .","    .","     .",2020,2020,45,1,"  ARDY","       1","0.00273","0.00083","0.00086","0.00047","0.00106","0.00036","0.00059","0.00023","1.66933","0.73876","0.65462","0.21448","0.27596","0.04568","0.06148","0.01580","       HFD","     vital","    DNK_16","   .",0
"    DNK","     .","    .","     .",2020,2020,46,1,"  ARDY","       1","0.00156","0.00053","0.00056","0.00024","0.00047","0.00013","0.00023","0.00010","1.67206","0.73959","0.65548","0.21495","0.27702","0.04604","0.06207","0.01603","       HFD","     vital","    DNK_16","   .",0
"    DNK","     .","    .","     .",2020,2020,47,1,"  ARDY","       1","0.00073","0.00021","0.00025","0.00011","0.00026","0.00005","0.00015","0.00010","1.67362","0.74012","0.65604","0.21519","0.27749","0.04617","0.06230","0.01613","       HFD","     vital","    DNK_16","   .",0
"    DNK","     .","    .","     .",2020,2020,48,1,"  ARDY","       1","0.00026","0.00010","0.00008","0.00003","0.00008","0.00002","0.00005","0.00003","1.67435","0.74033","0.65629","0.21530","0.27775","0.04622","0.06245","0.01623","       HFD","     vital","    DNK_16","   .",0
"    DNK","     .","    .","     .",2020,2020,49,1,"  ARDY","       1","0.00021","0.00009","0.00004","0.00005","0.00009","0.00003","0.00004","0.00001","1.67461","0.74043","0.65637","0.21533","0.27783","0.04624","0.06250","0.01626","       HFD","     vital","    DNK_16","   .",0
"    DNK","     .","    .","     .",2020,2020,50,99,"  ARDY","       1","0.00044","0.00019","0.00008","0.00007","0.00017","0.00005","0.00010","0.00005","1.67482","0.74052","0.65641","0.21538","0.27792","0.04627","0.06254","0.01627","       HFD","     vital","    DNK_16","   .",0
"    ESP","     .","    .","     .",2020,2020,14,-99,"   ACY","       1","0.00026","0.00026","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","       HFD","     vital","    ESP_10","   .",0
"    ESP","     .","    .","     .",2020,2020,15,1,"   ACY","       1","0.00093","0.00090","0.00003","0.00000","0.00000","0.00000","0.00000","0.00000","0.00026","0.00026","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","       HFD","     vital","    ESP_10","   .",0
"    ESP","     .","    .","     .",2020,2020,16,1,"   ACY","       1","0.00231","0.00222","0.00008","0.00002","0.00002","0.00000","0.00000","0.00000","0.00119","0.00116","0.00003","0.00000","0.00000","0.00000","0.00000","0.00000","       HFD","     vital","    ESP_10","   .",0
"    ESP","     .","    .","     .",2020,2020,17,1,"   ACY","       1","0.00429","0.00395","0.00030","0.00003","0.00003","0.00000","0.00000","0.00000","0.00350","0.00338","0.00011","0.00002","0.00002","0.00000","0.00000","0.00000","       HFD","     vital","    ESP_10","   .",0
"    ESP","     .","    .","     .",2020,2020,18,1,"   ACY","       1","0.00743","0.00656","0.00084","0.00004","0.00004","0.00000","0.00000","0.00000","0.00779","0.00733","0.00041","0.00005","0.00005","0.00000","0.00000","0.00000","       HFD","     vital","    ESP_10","   .",0
"    ESP","     .","    .","     .",2020,2020,19,1,"   ACY","       1","0.01201","0.01019","0.00162","0.00019","0.00020","0.00001","0.00001","0.00000","0.01522","0.01389","0.00125","0.00009","0.00009","0.00000","0.00000","0.00000","       HFD","     vital","    ESP_10","   .",0
"    ESP","     .","    .","     .",2020,2020,20,1,"   ACY","       1","0.01621","0.01272","0.00307","0.00040","0.00043","0.00003","0.00003","0.00000","0.02723","0.02408","0.00287","0.00028","0.00029","0.00001","0.00001","0.00000","       HFD","     vital","    ESP_10","   .",0
"    ESP","     .","    .","     .",2020,2020,21,1,"   ACY","       1","0.01944","0.01419","0.00442","0.00071","0.00083","0.00012","0.00012","0.00000","0.04344","0.03680","0.00594","0.00068","0.00072","0.00004","0.00004","0.00000","       HFD","     vital","    ESP_10","   .",0
"    ESP","     .","    .","     .",2020,2020,22,1,"   ACY","       1","0.02297","0.01567","0.00604","0.00109","0.00126","0.00014","0.00017","0.00003","0.06288","0.05099","0.01036","0.00139","0.00155","0.00016","0.00016","0.00000","       HFD","     vital","    ESP_10","   .",0
"    ESP","     .","    .","     .",2020,2020,23,1,"   ACY","       1","0.02474","0.01583","0.00710","0.00154","0.00181","0.00024","0.00027","0.00003","0.08585","0.06666","0.01640","0.00248","0.00281","0.00030","0.00033","0.00003","       HFD","     vital","    ESP_10","   .",0
"    ESP","     .","    .","     .",2020,2020,24,1,"   ACY","       1","0.02976","0.01816","0.00900","0.00217","0.00260","0.00037","0.00043","0.00006","0.11059","0.08249","0.02350","0.00402","0.00462","0.00054","0.00060","0.00006","       HFD","     vital","    ESP_10","   .",0
"    ESP","     .","    .","     .",2020,2020,25,1,"   ACY","       1","0.03462","0.02085","0.01039","0.00269","0.00338","0.00060","0.00069","0.00009","0.14035","0.10065","0.03250","0.00619","0.00722","0.00091","0.00103","0.00012","       HFD","     vital","    ESP_10","   .",0
"    ESP","     .","    .","     .",2020,2020,26,1,"   ACY","       1","0.03961","0.02346","0.01194","0.00339","0.00421","0.00064","0.00082","0.00018","0.17497","0.12150","0.04289","0.00888","0.01060","0.00151","0.00172","0.00021","       HFD","     vital","    ESP_10","   .",0
"    ESP","     .","    .","     .",2020,2020,27,1,"   ACY","       1","0.04635","0.02759","0.01342","0.00419","0.00533","0.00092","0.00114","0.00022","0.21458","0.14496","0.05483","0.01227","0.01481","0.00215","0.00254","0.00039","       HFD","     vital","    ESP_10","   .",0
"    ESP","     .","    .","     .",2020,2020,28,1,"   ACY","       1","0.05369","0.03167","0.01566","0.00493","0.00637","0.00112","0.00144","0.00032","0.26093","0.17255","0.06825","0.01646","0.02014","0.00307","0.00368","0.00061","       HFD","     vital","    ESP_10","   .",0
"    ESP","     .","    .","     .",2020,2020,29,1,"   ACY","       1","0.06298","0.03659","0.01888","0.00574","0.00752","0.00140","0.00178","0.00038","0.31462","0.20422","0.08391","0.02139","0.02651","0.00419","0.00512","0.00093","       HFD","     vital","    ESP_10","   .",0
"    ESP","     .","    .","     .",2020,2020,30,1,"   ACY","       1","0.07087","0.04106","0.02116","0.00637","0.00864","0.00175","0.00227","0.00052","0.37760","0.24081","0.10279","0.02713","0.03403","0.00559","0.00690","0.00131","       HFD","     vital","    ESP_10","   .",0
"    ESP","     .","    .","     .",2020,2020,31,1,"   ACY","       1","0.07875","0.04396","0.02540","0.00676","0.00939","0.00190","0.00263","0.00073","0.44847","0.28187","0.12395","0.03350","0.04267","0.00734","0.00917","0.00183","       HFD","     vital","    ESP_10","   .",0
"    ESP","     .","    .","     .",2020,2020,32,1,"   ACY","       1","0.08332","0.04402","0.02861","0.00769","0.01069","0.00226","0.00300","0.00074","0.52722","0.32583","0.14935","0.04026","0.05206","0.00924","0.01180","0.00256","       HFD","     vital","    ESP_10","   .",0
"    ESP","     .","    .","     .",2020,2020,33,1,"   ACY","       1","0.08560","0.04318","0.03134","0.00797","0.01107","0.00218","0.00310","0.00092","0.61054","0.36985","0.17796","0.04795","0.06275","0.01150","0.01480","0.00330","       HFD","     vital","    ESP_10","   .",0
"    ESP","     .","    .","     .",2020,2020,34,1,"   ACY","       1","0.08470","0.03986","0.03368","0.00824","0.01116","0.00205","0.00292","0.00087","0.69614","0.41303","0.20930","0.05592","0.07382","0.01368","0.01790","0.00422","       HFD","     vital","    ESP_10","   .",0
"    ESP","     .","    .","     .",2020,2020,35,1,"   ACY","       1","0.08035","0.03588","0.03320","0.00826","0.01127","0.00199","0.00301","0.00102","0.78084","0.45289","0.24298","0.06416","0.08498","0.01573","0.02082","0.00509","       HFD","     vital","    ESP_10","   .",0
"    ESP","     .","    .","     .",2020,2020,36,1,"   ACY","       1","0.07403","0.03092","0.03167","0.00821","0.01144","0.00221","0.00323","0.00102","0.86119","0.48877","0.27618","0.07242","0.09625","0.01772","0.02383","0.00611","       HFD","     vital","    ESP_10","   .",0
"    ESP","     .","    .","     .",2020,2020,37,1,"   ACY","       1","0.06419","0.02494","0.02835","0.00791","0.01090","0.00206","0.00299","0.00093","0.93522","0.51969","0.30785","0.08063","0.10769","0.01993","0.02706","0.00713","       HFD","     vital","    ESP_10","   .",0
"    ESP","     .","    .","     .",2020,2020,38,1,"   ACY","       1","0.05371","0.02053","0.02365","0.00679","0.00953","0.00185","0.00274","0.00089","0.99941","0.54463","0.33620","0.08854","0.11859","0.02199","0.03005","0.00806","       HFD","     vital","    ESP_10","   .",0
"    ESP","     .","    .","     .",2020,2020,39,1,"   ACY","       1","0.04312","0.01642","0.01868","0.00576","0.00802","0.00149","0.00226","0.00077","1.05312","0.56516","0.35985","0.09533","0.12812","0.02384","0.03279","0.00895","       HFD","     vital","    ESP_10","   .",0
"    ESP","     .","    .","     .",2020,2020,40,1,"   ACY","       1","0.03285","0.01278","0.01373","0.00434","0.00634","0.00121","0.00200","0.00079","1.09624","0.58158","0.37853","0.10109","0.13614","0.02533","0.03505","0.00972","       HFD","     vital","    ESP_10","   .",0
"    ESP","     .","    .","     .",2020,2020,41,1,"   ACY","       1","0.02195","0.00845","0.00896","0.00305","0.00454","0.00095","0.00149","0.00054","1.12909","0.59436","0.39226","0.10543","0.14248","0.02654","0.03705","0.01051","       HFD","     vital","    ESP_10","   .",0
"    ESP","     .","    .","     .",2020,2020,42,1,"   ACY","       1","0.01445","0.00589","0.00552","0.00198","0.00304","0.00064","0.00106","0.00042","1.15104","0.60281","0.40122","0.10848","0.14702","0.02749","0.03854","0.01105","       HFD","     vital","    ESP_10","   .",0
"    ESP","     .","    .","     .",2020,2020,43,1,"   ACY","       1","0.00881","0.00382","0.00316","0.00115","0.00183","0.00042","0.00068","0.00026","1.16549","0.60870","0.40674","0.11046","0.15006","0.02813","0.03960","0.01147","       HFD","     vital","    ESP_10","   .",0
"    ESP","     .","    .","     .",2020,2020,44,1,"   ACY","       1","0.00516","0.00247","0.00167","0.00060","0.00100","0.00021","0.00040","0.00019","1.17430","0.61252","0.40990","0.11161","0.15189","0.02855","0.04028","0.01173","       HFD","     vital","    ESP_10","   .",0
"    ESP","     .","    .","     .",2020,2020,45,1,"   ACY","       1","0.00317","0.00158","0.00098","0.00038","0.00061","0.00013","0.00023","0.00010","1.17946","0.61499","0.41157","0.11221","0.15289","0.02876","0.04068","0.01192","       HFD","     vital","    ESP_10","   .",0
"    ESP","     .","    .","     .",2020,2020,46,1,"   ACY","       1","0.00184","0.00106","0.00050","0.00016","0.00028","0.00005","0.00012","0.00007","1.18263","0.61657","0.41255","0.11259","0.15350","0.02889","0.04091","0.01202","       HFD","     vital","    ESP_10","   .",0
"    ESP","     .","    .","     .",2020,2020,47,1,"   ACY","       1","0.00104","0.00055","0.00032","0.00009","0.00017","0.00004","0.00008","0.00004","1.18447","0.61763","0.41305","0.11275","0.15378","0.02894","0.04103","0.01209","       HFD","     vital","    ESP_10","   .",0
"    ESP","     .","    .","     .",2020,2020,48,1,"   ACY","       1","0.00065","0.00039","0.00014","0.00009","0.00013","0.00002","0.00004","0.00002","1.18551","0.61818","0.41337","0.11284","0.15395","0.02898","0.04111","0.01213","       HFD","     vital","    ESP_10","   .",0
"    ESP","     .","    .","     .",2020,2020,49,1,"   ACY","       1","0.00038","0.00021","0.00010","0.00004","0.00007","0.00002","0.00003","0.00001","1.18616","0.61857","0.41351","0.11293","0.15408","0.02900","0.04115","0.01215","       HFD","     vital","    ESP_10","   .",0
"    ESP","     .","    .","     .",2020,2020,50,99,"   ACY","       1","0.00048","0.00027","0.00012","0.00005","0.00008","0.00002","0.00003","0.00001","1.18654","0.61878","0.41361","0.11297","0.15415","0.02902","0.04118","0.01216","       HFD","     vital","    ESP_10","   .",0
"    ESP","     .","    .","     .",2020,2020,14,-99,"  ARDY","       1","0.00013","0.00013","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","       HFD","     vital","    ESP_10","   .",0
"    ESP","     .","    .","     .",2020,2020,15,1,"  ARDY","       1","0.00050","0.00049","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00013","0.00013","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","       HFD","     vital","    ESP_10","   .",0
"    ESP","     .","    .","     .",2020,2020,16,1,"  ARDY","       1","0.00157","0.00150","0.00006","0.00000","0.00000","0.00000","0.00000","0.00000","0.00063","0.00062","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","       HFD","     vital","    ESP_10","   .",0
"    ESP","     .","    .","     .",2020,2020,17,1,"  ARDY","       1","0.00324","0.00305","0.00016","0.00003","0.00003","0.00000","0.00000","0.00000","0.00220","0.00212","0.00006","0.00000","0.00000","0.00000","0.00000","0.00000","       HFD","     vital","    ESP_10","   .",0
"    ESP","     .","    .","     .",2020,2020,18,1,"  ARDY","       1","0.00573","0.00516","0.00054","0.00003","0.00003","0.00000","0.00000","0.00000","0.00544","0.00517","0.00022","0.00003","0.00003","0.00000","0.00000","0.00000","       HFD","     vital","    ESP_10","   .",0
"    ESP","     .","    .","     .",2020,2020,19,1,"  ARDY","       1","0.00963","0.00834","0.00120","0.00009","0.00009","0.00000","0.00000","0.00000","0.01117","0.01033","0.00076","0.00006","0.00006","0.00000","0.00000","0.00000","       HFD","     vital","    ESP_10","   .",0
"    ESP","     .","    .","     .",2020,2020,20,1,"  ARDY","       1","0.01418","0.01157","0.00230","0.00029","0.00031","0.00002","0.00002","0.00000","0.02080","0.01867","0.00196","0.00015","0.00015","0.00000","0.00000","0.00000","       HFD","     vital","    ESP_10","   .",0
"    ESP","     .","    .","     .",2020,2020,21,1,"  ARDY","       1","0.01788","0.01351","0.00376","0.00055","0.00061","0.00006","0.00006","0.00000","0.03498","0.03024","0.00426","0.00044","0.00046","0.00002","0.00002","0.00000","       HFD","     vital","    ESP_10","   .",0
"    ESP","     .","    .","     .",2020,2020,22,1,"  ARDY","       1","0.02126","0.01498","0.00523","0.00089","0.00104","0.00014","0.00015","0.00001","0.05286","0.04375","0.00802","0.00099","0.00107","0.00008","0.00008","0.00000","       HFD","     vital","    ESP_10","   .",0
"    ESP","     .","    .","     .",2020,2020,23,1,"  ARDY","       1","0.02384","0.01573","0.00659","0.00130","0.00151","0.00018","0.00021","0.00003","0.07412","0.05873","0.01325","0.00188","0.00211","0.00022","0.00023","0.00001","       HFD","     vital","    ESP_10","   .",0
"    ESP","     .","    .","     .",2020,2020,24,1,"  ARDY","       1","0.02709","0.01688","0.00802","0.00185","0.00219","0.00030","0.00034","0.00004","0.09796","0.07446","0.01984","0.00318","0.00362","0.00040","0.00044","0.00004","       HFD","     vital","    ESP_10","   .",0
"    ESP","     .","    .","     .",2020,2020,25,1,"  ARDY","       1","0.03221","0.01950","0.00972","0.00244","0.00299","0.00048","0.00055","0.00007","0.12505","0.09134","0.02786","0.00503","0.00581","0.00070","0.00078","0.00008","       HFD","     vital","    ESP_10","   .",0
"    ESP","     .","    .","     .",2020,2020,26,1,"  ARDY","       1","0.03708","0.02213","0.01117","0.00303","0.00379","0.00063","0.00076","0.00013","0.15726","0.11084","0.03758","0.00747","0.00880","0.00118","0.00133","0.00015","       HFD","     vital","    ESP_10","   .",0
"    ESP","     .","    .","     .",2020,2020,27,1,"  ARDY","       1","0.04290","0.02548","0.01267","0.00379","0.00476","0.00077","0.00097","0.00020","0.19434","0.13297","0.04875","0.01050","0.01259","0.00181","0.00209","0.00028","       HFD","     vital","    ESP_10","   .",0
"    ESP","     .","    .","     .",2020,2020,28,1,"  ARDY","       1","0.04993","0.02961","0.01447","0.00456","0.00585","0.00102","0.00129","0.00027","0.23724","0.15845","0.06142","0.01429","0.01735","0.00258","0.00306","0.00048","       HFD","     vital","    ESP_10","   .",0
"    ESP","     .","    .","     .",2020,2020,29,1,"  ARDY","       1","0.05831","0.03411","0.01726","0.00533","0.00693","0.00125","0.00160","0.00035","0.28717","0.18806","0.07589","0.01885","0.02320","0.00360","0.00435","0.00075","       HFD","     vital","    ESP_10","   .",0
"    ESP","     .","    .","     .",2020,2020,30,1,"  ARDY","       1","0.06700","0.03891","0.02000","0.00607","0.00809","0.00158","0.00202","0.00044","0.34548","0.22217","0.09315","0.02418","0.03013","0.00485","0.00595","0.00110","       HFD","     vital","    ESP_10","   .",0
"    ESP","     .","    .","     .",2020,2020,31,1,"  ARDY","       1","0.07494","0.04271","0.02322","0.00656","0.00902","0.00183","0.00246","0.00063","0.41248","0.26108","0.11315","0.03025","0.03822","0.00643","0.00797","0.00154","       HFD","     vital","    ESP_10","   .",0
"    ESP","     .","    .","     .",2020,2020,32,1,"  ARDY","       1","0.08129","0.04415","0.02708","0.00722","0.01005","0.00209","0.00283","0.00074","0.48742","0.30379","0.13637","0.03681","0.04724","0.00826","0.01043","0.00217","       HFD","     vital","    ESP_10","   .",0
"    ESP","     .","    .","     .",2020,2020,33,1,"  ARDY","       1","0.08470","0.04374","0.03002","0.00786","0.01093","0.00224","0.00307","0.00083","0.56871","0.34794","0.16345","0.04403","0.05729","0.01035","0.01326","0.00291","       HFD","     vital","    ESP_10","   .",0
"    ESP","     .","    .","     .",2020,2020,34,1,"  ARDY","       1","0.08543","0.04166","0.03264","0.00812","0.01114","0.00212","0.00302","0.00090","0.65341","0.39168","0.19347","0.05189","0.06822","0.01259","0.01633","0.00374","       HFD","     vital","    ESP_10","   .",0
"    ESP","     .","    .","     .",2020,2020,35,1,"  ARDY","       1","0.08274","0.03793","0.03360","0.00827","0.01121","0.00200","0.00294","0.00094","0.73884","0.43334","0.22611","0.06001","0.07936","0.01471","0.01935","0.00464","       HFD","     vital","    ESP_10","   .",0
"    ESP","     .","    .","     .",2020,2020,36,1,"  ARDY","       1","0.07743","0.03349","0.03256","0.00825","0.01138","0.00210","0.00313","0.00103","0.82158","0.47127","0.25971","0.06828","0.09057","0.01671","0.02229","0.00558","       HFD","     vital","    ESP_10","   .",0
"    ESP","     .","    .","     .",2020,2020,37,1,"  ARDY","       1","0.06926","0.02787","0.03014","0.00811","0.01125","0.00216","0.00314","0.00098","0.89901","0.50476","0.29227","0.07653","0.10195","0.01881","0.02542","0.00661","       HFD","     vital","    ESP_10","   .",0
"    ESP","     .","    .","     .",2020,2020,38,1,"  ARDY","       1","0.05897","0.02267","0.02606","0.00737","0.01025","0.00197","0.00288","0.00091","0.96827","0.53263","0.32241","0.08464","0.11320","0.02097","0.02856","0.00759","       HFD","     vital","    ESP_10","   .",0
"    ESP","     .","    .","     .",2020,2020,39,1,"  ARDY","       1","0.04838","0.01843","0.02116","0.00630","0.00879","0.00167","0.00249","0.00082","1.02724","0.55530","0.34847","0.09201","0.12345","0.02294","0.03144","0.00850","       HFD","     vital","    ESP_10","   .",0
"    ESP","     .","    .","     .",2020,2020,40,1,"  ARDY","       1","0.03802","0.01464","0.01620","0.00505","0.00719","0.00135","0.00214","0.00079","1.07562","0.57373","0.36963","0.09831","0.13224","0.02461","0.03393","0.00932","       HFD","     vital","    ESP_10","   .",0
"    ESP","     .","    .","     .",2020,2020,41,1,"  ARDY","       1","0.02713","0.01048","0.01122","0.00367","0.00542","0.00108","0.00175","0.00067","1.11364","0.58837","0.38583","0.10336","0.13943","0.02596","0.03607","0.01011","       HFD","     vital","    ESP_10","   .",0
"    ESP","     .","    .","     .",2020,2020,42,1,"  ARDY","       1","0.01795","0.00708","0.00711","0.00249","0.00376","0.00079","0.00127","0.00048","1.14077","0.59885","0.39705","0.10703","0.14485","0.02704","0.03782","0.01078","       HFD","     vital","    ESP_10","   .",0
"    ESP","     .","    .","     .",2020,2020,43,1,"  ARDY","       1","0.01142","0.00478","0.00424","0.00153","0.00239","0.00053","0.00086","0.00033","1.15872","0.60593","0.40416","0.10952","0.14861","0.02783","0.03909","0.01126","       HFD","     vital","    ESP_10","   .",0
"    ESP","     .","    .","     .",2020,2020,44,1,"  ARDY","       1","0.00681","0.00310","0.00233","0.00084","0.00138","0.00031","0.00054","0.00023","1.17014","0.61071","0.40840","0.11105","0.15100","0.02836","0.03995","0.01159","       HFD","     vital","    ESP_10","   .",0
"    ESP","     .","    .","     .",2020,2020,45,1,"  ARDY","       1","0.00408","0.00199","0.00129","0.00049","0.00080","0.00017","0.00031","0.00014","1.17695","0.61381","0.41073","0.11189","0.15238","0.02867","0.04049","0.01182","       HFD","     vital","    ESP_10","   .",0
"    ESP","     .","    .","     .",2020,2020,46,1,"  ARDY","       1","0.00245","0.00132","0.00071","0.00026","0.00042","0.00008","0.00016","0.00008","1.18103","0.61580","0.41202","0.11238","0.15318","0.02884","0.04080","0.01196","       HFD","     vital","    ESP_10","   .",0
"    ESP","     .","    .","     .",2020,2020,47,1,"  ARDY","       1","0.00139","0.00078","0.00040","0.00012","0.00022","0.00005","0.00010","0.00005","1.18348","0.61712","0.41273","0.11264","0.15360","0.02892","0.04096","0.01204","       HFD","     vital","    ESP_10","   .",0
